Date,Open,High,Low,Close,Volume,Adj Close
2015-05-19,11.80,12.24,11.75,12.22,13298100,12.22
2015-05-18,12.03,12.33,11.73,11.89,16722100,11.89
2015-05-15,12.51,12.60,12.00,12.05,22023200,12.05
2015-05-14,13.30,13.93,12.80,12.80,30956100,12.80
2015-05-13,12.33,13.04,12.33,13.04,30550600,13.04
2015-05-12,12.48,12.48,12.02,12.30,18897000,12.30
2015-05-11,12.35,13.00,12.20,12.49,30962100,12.49
2015-05-08,11.18,12.00,11.18,11.97,17614800,11.97
2015-05-07,11.01,11.30,10.80,11.13,10057500,11.13
2015-05-06,11.12,11.44,10.98,11.02,11141900,11.02
2015-05-05,11.60,11.60,11.00,11.15,13582200,11.15
2015-05-04,11.96,12.17,11.61,11.69,15947500,11.69
2015-05-01,11.94,11.94,11.94,11.94,000,11.94
2015-04-30,11.67,12.35,11.52,11.94,35333800,11.94
2015-04-29,10.98,11.54,10.90,11.52,23693500,11.52
2015-04-28,11.31,11.31,10.62,11.11,20833900,11.11
2015-04-27,11.27,11.55,11.20,11.33,15772600,11.33
2015-04-24,11.51,11.51,11.00,11.26,19284200,11.26
2015-04-23,11.91,12.10,11.61,11.73,18098900,11.73
2015-04-22,11.51,12.09,11.45,11.94,24944300,11.94
2015-04-21,11.12,11.67,11.06,11.55,17485200,11.55
2015-04-20,11.43,11.90,11.00,11.12,26406300,11.12
2015-04-17,11.40,11.68,11.21,11.37,19065600,11.37
2015-04-16,10.85,11.60,10.58,11.42,19365300,11.42
2015-04-15,11.79,11.79,11.01,11.10,21797300,11.10
2015-04-14,11.99,11.99,11.65,11.90,26657500,11.90
2015-04-13,12.44,12.45,11.85,12.23,34397800,12.23
2015-04-10,12.49,13.45,12.19,12.46,57744200,12.46
2015-04-09,11.21,12.43,11.03,12.43,57873000,12.43
2015-04-08,11.19,11.54,10.90,11.30,39934600,11.30
2015-04-07,11.00,11.45,10.86,11.27,49764900,11.27
2015-04-06,11.02,11.02,11.02,11.02,000,11.02
2015-04-03,11.05,11.17,10.89,11.02,29307400,11.02
2015-04-02,11.40,11.40,11.00,11.22,40270400,11.22
2015-04-01,11.20,11.65,10.80,11.52,64301800,11.52
2015-03-31,10.90,11.45,10.77,11.45,56552000,11.45
2015-03-30,9.70,10.41,9.46,10.41,44381400,10.41
2015-03-27,9.46,9.46,8.80,9.46,37739000,9.46
2015-03-26,8.17,8.86,8.07,8.60,23226800,8.60
2015-03-25,8.10,8.29,7.93,8.05,11479700,8.05
2015-03-24,8.11,8.23,7.77,8.06,17113900,8.06
2015-03-23,7.95,8.48,7.87,8.11,23110500,8.11
2015-03-20,7.41,8.14,7.37,7.86,22491800,7.86
2015-03-19,7.45,7.48,7.25,7.40,12685000,7.40
2015-03-18,7.33,7.53,7.22,7.41,14350000,7.41
2015-03-17,7.18,7.56,7.12,7.32,19683700,7.32
2015-03-16,7.00,7.16,6.90,7.10,12936500,7.10
2015-03-13,6.97,7.09,6.96,6.98,10478600,6.98
2015-03-12,6.80,7.17,6.76,7.04,17808300,7.04
2015-03-11,6.75,6.99,6.62,6.87,13153800,6.87
2015-03-10,6.80,6.90,6.71,6.74,11003700,6.74
2015-03-09,6.79,7.03,6.51,6.86,17035400,6.86
2015-03-06,6.61,7.21,6.53,6.85,28034900,6.85
2015-03-05,6.44,6.79,6.40,6.62,14347000,6.62
2015-03-04,6.32,6.55,6.25,6.49,8702300,6.49
2015-03-03,6.44,6.44,6.29,6.29,6207000,6.29
2015-03-02,6.50,6.54,6.40,6.45,8005800,6.45
2015-02-27,6.37,6.43,6.34,6.39,5021100,6.39
2015-02-26,6.29,6.37,6.24,6.36,4290800,6.36
2015-02-25,6.38,6.38,6.25,6.30,3332400,6.30
2015-02-24,6.35,6.35,6.35,6.35,000,6.35
2015-02-23,6.35,6.35,6.35,6.35,000,6.35
2015-02-20,6.35,6.35,6.35,6.35,000,6.35
2015-02-19,6.35,6.35,6.35,6.35,000,6.35
2015-02-18,6.35,6.35,6.35,6.35,000,6.35
2015-02-17,6.28,6.37,6.25,6.35,4433600,6.35
2015-02-16,6.18,6.28,6.18,6.28,3144800,6.28
2015-02-13,6.15,6.31,6.15,6.22,5390700,6.22
2015-02-12,6.06,6.12,6.05,6.12,3029300,6.12
2015-02-11,6.05,6.09,6.02,6.06,3576900,6.06
2015-02-10,6.04,6.14,5.93,6.04,4010300,6.04
2015-02-09,5.91,6.06,5.91,6.01,2490000,6.01
2015-02-06,6.15,6.28,5.96,5.98,5165400,5.98
2015-02-05,6.39,6.43,6.24,6.24,6116300,6.24
2015-02-04,6.29,6.42,6.19,6.22,4678800,6.22
2015-02-03,6.28,6.38,6.19,6.32,4969400,6.32
2015-02-02,6.38,6.47,6.20,6.24,7397000,6.24
2015-01-30,6.54,6.79,6.34,6.55,12059000,6.55
2015-01-29,6.45,6.59,6.38,6.50,3954100,6.50
2015-01-28,6.50,6.62,6.44,6.52,5750100,6.52
2015-01-27,6.72,6.72,6.46,6.55,16985100,6.55
2015-01-26,6.14,6.81,6.13,6.75,25115700,6.75
2015-01-23,6.26,6.32,6.15,6.19,6046900,6.19
2015-01-22,6.16,6.28,6.15,6.25,5293300,6.25
2015-01-21,6.00,6.21,5.95,6.17,6879900,6.17
2015-01-20,5.80,5.99,5.80,5.99,6753200,5.99
2015-01-19,6.34,6.34,5.76,5.80,10024700,5.80
2015-01-16,6.46,6.48,6.30,6.40,5785800,6.40
2015-01-15,6.29,6.44,6.27,6.43,4366700,6.43
2015-01-14,6.40,6.53,6.30,6.31,5840200,6.31
2015-01-13,6.30,6.42,6.28,6.38,4761700,6.38
2015-01-12,6.59,6.59,6.26,6.29,7744400,6.29
2015-01-09,6.80,6.91,6.66,6.66,6921700,6.66
2015-01-08,6.95,7.15,6.84,6.84,15045200,6.84
2015-01-07,6.79,6.96,6.73,6.95,11292800,6.95
2015-01-06,6.95,6.95,6.63,6.85,16212400,6.85
2015-01-05,7.03,7.25,6.98,7.02,23154700,7.02
2015-01-02,6.87,6.87,6.87,6.87,000,6.87
2015-01-01,6.87,6.87,6.87,6.87,000,6.87
2014-12-31,6.70,6.94,6.59,6.87,17817200,6.87
2014-12-30,6.45,7.02,6.30,6.82,17075700,6.82
2014-12-29,6.45,6.80,6.32,6.50,12667200,6.50
2014-12-26,6.35,6.50,6.29,6.48,7463900,6.48
2014-12-25,6.34,6.38,6.30,6.38,3793800,6.38
2014-12-24,6.25,6.32,6.21,6.30,3849800,6.30
2014-12-23,6.18,6.44,6.13,6.24,5902000,6.24
2014-12-22,6.56,6.60,6.19,6.23,10848900,6.23
2014-12-19,6.81,6.84,6.49,6.60,11748100,6.60
2014-12-18,7.17,7.24,6.75,6.86,14517600,6.86
2014-12-17,6.78,7.36,6.78,7.16,22454900,7.16
2014-12-16,6.75,6.89,6.65,6.88,11846500,6.88
2014-12-15,6.71,6.90,6.61,6.83,13803500,6.83
2014-12-12,6.59,6.80,6.53,6.60,8212800,6.60
2014-12-11,6.34,6.86,6.22,6.68,14092400,6.68
2014-12-10,6.17,6.38,6.09,6.37,8806400,6.37
2014-12-09,6.50,6.86,6.24,6.24,18575900,6.24
2014-12-08,6.44,6.72,6.26,6.56,12689400,6.56
2014-12-05,6.90,6.94,6.28,6.48,15750600,6.48
2014-12-04,6.57,6.99,6.44,6.90,20498500,6.90
2014-12-03,6.15,6.65,6.15,6.61,34210000,6.61
2014-12-02,6.16,6.21,6.11,6.14,7794100,6.14
2014-12-01,6.38,6.38,6.12,6.15,10829700,6.15
2014-11-28,6.19,6.45,6.15,6.38,16992700,6.38
2014-11-27,6.18,6.23,6.11,6.19,9282200,6.19
2014-11-26,6.18,6.18,6.07,6.14,6803400,6.14
2014-11-25,6.22,6.24,6.12,6.18,8481800,6.18
